month_id,orig_month_id,cust_ucv_id,grp_banner_key,banner_desc,grp_chnl_key,sale_chnl_desc,first_trans_dt,trans_amnt,item_qty,m_freq,recency,frequency,monetary,tot_item_qty,score_recency,score_frecuency,score_monetary,score_rfm,sgmnt_nm
2025-06-30,2025-05-31,-1000003436493508282,-13,B3,1,BRICK,2025-05-22,1131.547,842.14,1,9,1,1131.547,842.14,5,1,2,512,New Customers
2025-05-31,2025-04-30,-1000003436493508282,-12,W2,1,BRICK,2024-11-18,1034.90756,229.124,2,6,10,5264.55536,1200.744,5,3,3,533,Potential Loyalist
2025-03-31,2025-02-28,-1000003436493508282,-12,W2,1,BRICK,2024-11-18,867.64756,199.124,0,35,7,3316.51024,760.496,3,3,2,332,Hibernating customers
2025-01-31,2024-12-31,-1000003436493508282,-12,W2,1,BRICK,2024-11-18,790.60756,181.124,0,32,5,1581.21512,362.248,3,3,2,332,Hibernating customers
2025-02-28,2025-01-31,-1000003436493508282,-12,W2,1,BRICK,2024-11-18,867.64756,199.124,2,7,7,2448.86268,561.372,5,3,2,532,Potential Loyalist
2025-04-30,2025-03-31,-1000003436493508282,-12,W2,1,BRICK,2024-11-18,913.13756,211.124,1,10,8,4229.6478,971.62,5,3,3,533,Potential Loyalist
2025-08-31,2025-07-31,-1000003436493508282,-12,W2,1,BRICK,2024-11-18,12752.57241,4181.729,9,2,27,26262.56589,6772.341,5,5,4,554,Champions
2025-07-31,2025-06-30,-1000003436493508282,-12,W2,1,BRICK,2024-11-18,5598.47056,1095.744,6,14,18,13509.99348,2590.612,4,4,4,444,Loyal
2025-09-30,2025-08-31,-1000003436493508282,-13,B3,1,BRICK,2025-05-22,1131.547,842.14,0,89,1,4526.188,3368.56,1,1,3,113,Cannot Lose Them
2025-06-30,2025-05-31,-1000003775141863802,-13,B3,1,BRICK,2024-08-23,995.69,598,0,281,1,9956.9,5980,1,1,3,113,Cannot Lose Them
2025-08-31,2025-07-31,-1000003775141863802,-13,B3,1,BRICK,2024-08-23,995.69,598,0,342,1,11948.28,7176,1,1,3,113,Cannot Lose Them
2024-11-30,2024-10-31,-1000003775141863802,-13,B3,1,BRICK,2024-08-23,995.69,598,0,69,1,2987.07,1794,1,1,2,112,Lost customers
2024-12-31,2024-11-30,-1000003775141863802,-13,B3,1,BRICK,2024-08-23,995.69,598,0,99,1,3982.76,2392,1,1,2,112,Lost customers
2025-02-28,2025-01-31,-1000003775141863802,-13,B3,1,BRICK,2024-08-23,995.69,598,0,161,1,5974.14,3588,1,1,3,113,Cannot Lose Them
2025-03-31,2025-02-28,-1000003775141863802,-13,B3,1,BRICK,2024-08-23,995.69,598,0,189,1,6969.83,4186,1,1,3,113,Cannot Lose Them
2025-09-30,2025-08-31,-1000003775141863802,-13,B3,1,BRICK,2024-08-23,995.69,598,0,361,1,12943.97,7774,1,1,4,114,Cannot Lose Them
2025-07-31,2025-06-30,-1000003775141863802,-13,B3,1,BRICK,2024-08-23,995.69,598,0,311,1,10952.59,6578,1,1,3,113,Cannot Lose Them
2024-10-31,2024-09-30,-1000003775141863802,-13,B3,1,BRICK,2024-08-23,995.69,598,0,38,1,1991.38,1196,3,1,2,312,About To Sleep
2025-04-30,2025-03-31,-1000003775141863802,-13,B3,1,BRICK,2024-08-23,995.69,598,0,220,1,7965.52,4784,1,1,3,113,Cannot Lose Them
2024-09-30,2024-08-31,-1000003775141863802,-13,B3,1,BRICK,2024-08-23,995.69,598,1,8,1,995.69,598,5,1,1,511,New Customers
2025-05-31,2025-04-30,-1000003775141863802,-13,B3,1,BRICK,2024-08-23,995.69,598,0,250,1,8961.21,5382,1,1,3,113,Cannot Lose Them
2025-01-31,2024-12-31,-1000003775141863802,-13,B3,1,BRICK,2024-08-23,995.69,598,0,130,1,4978.45,2990,1,1,3,113,Cannot Lose Them
2025-09-30,2025-08-31,-1000003834992222330,-13,B3,1,BRICK,2025-07-05,151.914,17.272,0,45,1,303.828,34.544,2,1,1,211,Hibernating customers
2025-08-31,2025-07-31,-1000003834992222330,-13,B3,1,BRICK,2025-07-05,151.914,17.272,1,26,1,151.914,17.272,3,1,1,311,New Customers
2024-12-31,2024-11-30,-1000003845023491130,-13,B3,1,BRICK,2024-06-10,1023.2,344,0,96,5,5469.4,1896,1,3,3,133,At Risk
2025-06-30,2025-05-31,-1000003845023491130,-13,B3,1,BRICK,2024-06-10,3083.27,785,0,108,11,21620.92,6029,1,4,4,144,Cannot Lose Them
2025-09-30,2025-08-31,-1000003845023491130,-12,W2,1,BRICK,2025-03-16,945.24,88,0,37,3,3714.4,404,3,2,2,322,Hibernating customers
2025-06-30,2025-05-31,-1000003845023491130,-12,W2,1,BRICK,2025-03-16,643.41,72,1,27,2,1180.51,156,3,2,2,322,Hibernating customers
2025-08-31,2025-07-31,-1000003845023491130,-13,B3,1,BRICK,2024-06-10,3083.27,785,0,169,11,27787.46,7599,1,4,4,144,Cannot Lose Them
2024-08-31,2024-07-31,-1000003845023491130,-13,B3,1,BRICK,2024-06-10,754.99,263,2,5,4,1376.6,520,5,3,2,532,Potential Loyalist
2025-02-28,2025-01-31,-1000003845023491130,-13,B3,1,BRICK,2024-06-10,1924.22,497,1,25,8,9287.84,2889,4,3,3,433,Potential Loyalist
2025-05-31,2025-04-30,-1000003845023491130,-13,B3,1,BRICK,2024-06-10,3083.27,785,0,77,11,18537.65,5244,1,4,4,144,Cannot Lose Them
2025-05-31,2025-04-30,-1000003845023491130,-12,W2,1,BRICK,2025-03-16,268.55,42,0,45,1,537.1,84,2,1,1,211,Hibernating customers
2024-07-31,2024-06-30,-1000003845023491130,-13,B3,1,BRICK,2024-06-10,621.61,257,2,20,2,621.61,257,4,2,1,421,New Customers
2025-01-31,2024-12-31,-1000003845023491130,-13,B3,1,BRICK,2024-06-10,1894.22,496,2,8,7,7363.62,2392,5,3,3,533,Potential Loyalist
2025-07-31,2025-06-30,-1000003845023491130,-13,B3,1,BRICK,2024-06-10,3083.27,785,0,138,11,24704.19,6814,1,4,4,144,Cannot Lose Them
2024-10-31,2024-09-30,-1000003845023491130,-13,B3,1,BRICK,2024-06-10,1023.2,344,0,35,5,3423,1208,3,3,2,332,Hibernating customers
2025-09-30,2025-08-31,-1000003845023491130,-13,B3,1,BRICK,2024-06-10,3083.27,785,0,188,11,30870.73,8384,1,4,5,145,At Risk
2025-03-31,2025-02-28,-1000003845023491130,-13,B3,1,BRICK,2024-06-10,3083.27,785,3,16,11,12371.11,3674,4,4,4,444,Loyal
2024-11-30,2024-10-31,-1000003845023491130,-13,B3,1,BRICK,2024-06-10,1023.2,344,0,66,5,4446.2,1552,1,3,3,133,At Risk
2025-04-30,2025-03-31,-1000003845023491130,-13,B3,1,BRICK,2024-06-10,3083.27,785,0,47,11,15454.38,4459,2,4,4,244,At Risk
2025-08-31,2025-07-31,-1000003845023491130,-12,W2,1,BRICK,2025-03-16,945.24,88,1,18,3,2769.16,316,4,2,2,422,New Customers
2025-07-31,2025-06-30,-1000003845023491130,-12,W2,1,BRICK,2025-03-16,643.41,72,0,57,2,1823.92,228,2,2,2,222,Hibernating customers
2024-09-30,2024-08-31,-1000003845023491130,-13,B3,1,BRICK,2024-06-10,1023.2,344,1,5,5,2399.8,864,5,3,2,532,Potential Loyalist
2025-04-30,2025-03-31,-1000003845023491130,-12,W2,1,BRICK,2025-03-16,268.55,42,1,15,1,268.55,42,4,1,1,411,New Customers
2024-12-31,2024-11-30,-1000003886609802687,5,SAM'S CLUB,1,BRICK,2024-09-07,2684.624,123.112,1,19,2,5262.484,235.112,4,2,3,423,Potential Loyalist
2025-06-30,2025-05-31,-1000003886609802687,5,SAM'S CLUB,1,BRICK,2024-09-07,12026.954,477.112,2,15,6,38059.048,1697.784,4,3,5,435,Loyal
2025-08-31,2025-07-31,-1000003886609802687,5,SAM'S CLUB,1,BRICK,2024-09-07,14524.514,568.032,2,5,9,66029.556,2806.928,5,3,5,535,Need Attention
2025-07-31,2025-06-30,-1000003886609802687,5,SAM'S CLUB,1,BRICK,2024-09-07,13445.994,541.112,1,24,7,51505.042,2238.896,4,3,5,435,Loyal
2024-10-31,2024-09-30,-1000003886609802687,5,SAM'S CLUB,1,BRICK,2024-09-07,1288.93,56,1,23,1,1288.93,56,4,1,2,412,New Customers
2025-02-28,2025-01-31,-1000003886609802687,5,SAM'S CLUB,1,BRICK,2024-09-07,3761.224,179.112,0,46,3,12784.932,593.336,2,2,4,224,At Risk
2025-01-31,2024-12-31,-1000003886609802687,5,SAM'S CLUB,1,BRICK,2024-09-07,3761.224,179.112,1,15,3,9023.708,414.224,4,2,3,423,Potential Loyalist
2025-04-30,2025-03-31,-1000003886609802687,5,SAM'S CLUB,1,BRICK,2024-09-07,3761.224,179.112,0,105,3,20307.38,951.56,1,2,4,124,At Risk
2025-09-30,2025-08-31,-1000003886609802687,5,SAM'S CLUB,1,BRICK,2024-09-07,17980.351,789.034,2,9,11,84009.907,3595.962,5,4,5,545,Champions
2025-03-31,2025-02-28,-1000003886609802687,5,SAM'S CLUB,1,BRICK,2024-09-07,3761.224,179.112,0,74,3,16546.156,772.448,1,2,4,124,At Risk
2025-05-31,2025-04-30,-1000003886609802687,5,SAM'S CLUB,1,BRICK,2024-09-07,5724.714,269.112,1,5,4,26032.094,1220.672,5,3,4,534,Need Attention
2024-11-30,2024-10-31,-1000003886609802687,5,SAM'S CLUB,1,BRICK,2024-09-07,1288.93,56,0,54,1,2577.86,112,2,1,2,212,Hibernating customers
2025-05-31,2025-04-30,-1000004130577303290,-13,B3,1,BRICK,2024-08-02,1301.01,1411.68,0,271,1,11709.09,12705.12,1,1,3,113,Cannot Lose Them
2024-12-31,2024-11-30,-1000004130577303290,-13,B3,1,BRICK,2024-08-02,1301.01,1411.68,0,120,1,5204.04,5646.72,1,1,3,113,Cannot Lose Them
2025-07-31,2025-06-30,-1000004130577303290,-13,B3,1,BRICK,2024-08-02,1301.01,1411.68,0,332,1,14311.11,15528.48,1,1,4,114,Cannot Lose Them
2025-06-30,2025-05-31,-1000004130577303290,-13,B3,1,BRICK,2024-08-02,1301.01,1411.68,0,302,1,13010.1,14116.8,1,1,4,114,Cannot Lose Them
2025-02-28,2025-01-31,-1000004130577303290,-13,B3,1,BRICK,2024-08-02,1301.01,1411.68,0,182,1,7806.06,8470.08,1,1,3,113,Cannot Lose Them
2025-01-31,2024-12-31,-1000004130577303290,-13,B3,1,BRICK,2024-08-02,1301.01,1411.68,0,151,1,6505.05,7058.4,1,1,3,113,Cannot Lose Them
2024-11-30,2024-10-31,-1000004130577303290,-13,B3,1,BRICK,2024-08-02,1301.01,1411.68,0,90,1,3903.03,4235.04,1,1,2,112,Lost customers
2025-03-31,2025-02-28,-1000004130577303290,-13,B3,1,BRICK,2024-08-02,1301.01,1411.68,0,210,1,9107.07,9881.76,1,1,3,113,Cannot Lose Them
2024-09-30,2024-08-31,-1000004130577303290,-13,B3,1,BRICK,2024-08-02,1301.01,1411.68,1,29,1,1301.01,1411.68,3,1,2,312,About To Sleep
2024-10-31,2024-09-30,-1000004130577303290,-13,B3,1,BRICK,2024-08-02,1301.01,1411.68,0,59,1,2602.02,2823.36,2,1,2,212,Hibernating customers
2025-08-31,2025-07-31,-1000004130577303290,-13,B3,1,BRICK,2024-08-02,1301.01,1411.68,0,363,1,15612.12,16940.16,1,1,4,114,Cannot Lose Them
2025-04-30,2025-03-31,-1000004130577303290,-13,B3,1,BRICK,2024-08-02,1301.01,1411.68,0,241,1,10408.08,11293.44,1,1,3,113,Cannot Lose Them
2025-09-30,2025-08-31,-1000004130577303290,-13,B3,1,BRICK,2024-08-02,1301.01,1411.68,0,382,1,16913.13,18351.84,1,1,4,114,Cannot Lose Them
2025-06-30,2025-05-31,-1000004175603266618,-13,B3,1,BRICK,2024-10-05,2298.7746,974.623,0,58,7,12186.3366,5274.156,2,3,4,234,At Risk
2024-11-30,2024-10-31,-1000004175603266618,-13,B3,1,BRICK,2024-10-05,105.18,6,1,26,1,105.18,6,3,1,1,311,New Customers
2025-05-31,2025-04-30,-1000004175603266618,-13,B3,1,BRICK,2024-10-05,2298.7746,974.623,1,27,7,9887.562,4299.533,3,3,3,333,Potential Loyalist
2025-02-28,2025-01-31,-1000004175603266618,-13,B3,1,BRICK,2024-10-05,1699.6146,737.094,2,12,5,3510.9022,1538.722,4,3,2,432,Potential Loyalist
2025-04-30,2025-03-31,-1000004175603266618,-13,B3,1,BRICK,2024-10-05,2038.9426,893.094,0,49,6,7588.7874,3324.91,2,3,3,233,Hibernating customers
2025-09-30,2025-08-31,-1000004175603266618,-13,B3,1,BRICK,2024-10-05,2298.7746,974.623,0,138,7,19082.6604,8198.025,1,3,4,134,At Risk
2025-01-31,2024-12-31,-1000004175603266618,-13,B3,1,BRICK,2024-10-05,1025.1618,459.886,1,23,3,1811.2876,801.628,4,2,2,422,New Customers
