cust_ucv_id,last_trns_dt,b3_br_flag,b3_ea_flag,b3_od_flag,cashi_flag,sm_br_flag,sm_od_flag,w2_br_flag,w2_ea_flag,w2_od_flag,cust_clasif,vertical_depth,banner_depth,banner_path,SRC_BC_node1,TGT_BC_node1,SRC_BC_node1_dt,SRC_BC_node2,TGT_BC_node2,SRC_BC_node2_dt,SRC_BC_node3,TGT_BC_node3,SRC_BC_node3_dt,SRC_BC_node4,TGT_BC_node4,SRC_BC_node4_dt,SRC_BC_node5,TGT_BC_node5,SRC_BC_node5_dt,SRC_BC_node6,TGT_BC_node6,SRC_BC_node6_dt,SRC_BC_node7,TGT_BC_node7,SRC_BC_node7_dt,SRC_BC_node8,TGT_BC_node8,SRC_BC_node8_dt,SRC_BC_node9,TGT_BC_node9,SRC_BC_node9_dt,bc_combination
-1000018443923574138,2025-07-28,1,0,0,0,0,0,1,0,0,MULTI BANNER/VERTICAL,2,2,B3 > W2,B3 BRICK,W2 BRICK,2024-06-14,W2 BRICK,STAYED,2024-12-22,,,,,,,,,,,,,,,,,,,,,,"B3 BRICK, W2 BRICK"
-1000019100010172666,2025-07-27,0,0,0,0,0,0,1,0,0,SINGLE BANNER/VERTICAL,1,1,W2,W2 BRICK,STAYED,2024-10-07,,,,,,,,,,,,,,,,,,,,,,,,,W2 BRICK
-1000019168304658746,2025-08-09,1,0,0,0,0,0,1,0,0,MULTI BANNER/VERTICAL,2,2,B3 > W2,B3 BRICK,W2 BRICK,2024-08-23,W2 BRICK,STAYED,2025-01-11,,,,,,,,,,,,,,,,,,,,,,"B3 BRICK, W2 BRICK"
-1000019173195843515,2025-02-28,1,0,0,1,0,0,0,0,0,MULTI BANNER/VERTICAL,2,2,B3 > CASHI,CASHI,B3 BRICK,2025-02-28,B3 BRICK,STAYED,2025-02-28,,,,,,,,,,,,,,,,,,,,,,"B3 BRICK, CASHI"
-1000019408430958650,2025-05-24,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2024-11-10,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000019431623882426,2025-08-05,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-08-03,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000019437868943930,2025-08-10,1,0,0,0,0,0,1,0,0,MULTI BANNER/VERTICAL,2,2,W2 > B3,W2 BRICK,B3 BRICK,2024-11-26,B3 BRICK,STAYED,2024-11-27,,,,,,,,,,,,,,,,,,,,,,"B3 BRICK, W2 BRICK"
-100001952285000442,2024-12-30,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2024-12-30,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000019543435202362,2025-06-23,1,0,0,0,0,0,1,0,0,MULTI BANNER/VERTICAL,2,2,B3 > W2,B3 BRICK,W2 BRICK,2024-06-14,W2 BRICK,STAYED,2024-08-25,,,,,,,,,,,,,,,,,,,,,,"B3 BRICK, W2 BRICK"
-1000020199521800890,2025-03-23,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2024-10-07,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-100002023850824506,2024-11-01,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2024-11-01,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000020267816286906,2024-12-31,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2024-08-23,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000020494738756794,2025-03-11,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-03-11,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000020507942586874,2025-04-03,0,0,0,0,0,0,1,0,0,SINGLE BANNER/VERTICAL,1,1,W2,W2 BRICK,STAYED,2024-11-10,,,,,,,,,,,,,,,,,,,,,,,,,W2 BRICK
-1000020642946830586,2025-02-10,1,0,0,0,0,0,1,0,0,MULTI BANNER/VERTICAL,2,2,B3 > W2,B3 BRICK,W2 BRICK,2024-06-14,W2 BRICK,STAYED,2024-07-11,,,,,,,,,,,,,,,,,,,,,,"B3 BRICK, W2 BRICK"
-100002094394231930,2025-07-06,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-07-06,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000021012509918778,2025-08-13,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2024-10-18,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000021299033429114,2025-07-30,0,0,0,0,0,0,1,0,0,SINGLE BANNER/VERTICAL,1,1,W2,W2 BRICK,STAYED,2024-10-07,,,,,,,,,,,,,,,,,,,,,,,,,W2 BRICK
-1000021391028410684,2024-08-29,0,0,0,0,0,0,0,0,1,SINGLE BANNER/VERTICAL,1,1,W2,W2 OD,STAYED,2024-08-29,,,,,,,,,,,,,,,,,,,,,,,,,W2 OD
-1000021594250384954,2025-03-11,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-03-11,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-100002161908712570,2025-05-10,0,0,0,0,0,0,1,0,0,SINGLE BANNER/VERTICAL,1,1,W2,W2 BRICK,STAYED,2025-05-10,,,,,,,,,,,,,,,,,,,,,,,,,W2 BRICK
-1000021630647138810,2025-08-03,0,0,0,0,0,0,1,0,0,SINGLE BANNER/VERTICAL,1,1,W2,W2 BRICK,STAYED,2025-08-03,,,,,,,,,,,,,,,,,,,,,,,,,W2 BRICK
-1000022024749477050,2025-08-10,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2024-11-03,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000022112021546938,2024-10-18,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2024-10-18,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000022398545057338,2024-10-07,0,0,0,0,0,0,1,0,0,SINGLE BANNER/VERTICAL,1,1,W2,W2 BRICK,STAYED,2024-10-07,,,,,,,,,,,,,,,,,,,,,,,,,W2 BRICK
-1000022693762013178,2025-04-14,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-03-11,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000022730158767034,2025-08-03,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-08-03,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000022857944078331,2024-11-17,1,0,0,1,0,0,0,0,0,MULTI BANNER/VERTICAL,2,2,CASHI > B3,B3 BRICK,CASHI,2024-11-17,CASHI,STAYED,2024-11-17,,,,,,,,,,,,,,,,,,,,,,"B3 BRICK, CASHI"
-1000023177213822655,2025-07-16,0,0,0,0,1,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,SAMS,SAMS BRICK,STAYED,2022-08-24,,,,,,,,,,,,,,,,,,,,,,,,,SAMS BRICK
-1000023498056685562,2024-10-07,0,0,0,0,0,0,1,0,0,SINGLE BANNER/VERTICAL,1,1,W2,W2 BRICK,STAYED,2024-10-07,,,,,,,,,,,,,,,,,,,,,,,,,W2 BRICK
-1000023598570722043,2025-07-26,1,0,0,1,0,0,1,0,0,MULTI BANNER/VERTICAL,3,3,CASHI > B3 > W2,B3 BRICK,CASHI,2024-05-02,CASHI,W2 BRICK,2024-05-02,W2 BRICK,STAYED,2024-05-15,,,,,,,,,,,,,,,,,,,"B3 BRICK, CASHI, W2 BRICK"
-1000023745341722362,2025-02-03,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-02-03,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000023829670395258,2025-08-07,0,0,0,0,0,0,1,0,0,SINGLE BANNER/VERTICAL,1,1,W2,W2 BRICK,STAYED,2025-08-03,,,,,,,,,,,,,,,,,,,,,,,,,W2 BRICK
-1000023830637478331,2024-03-12,1,0,0,1,0,0,0,0,0,MULTI BANNER/VERTICAL,2,2,CASHI > B3,B3 BRICK,CASHI,2024-03-12,CASHI,STAYED,2024-03-12,,,,,,,,,,,,,,,,,,,,,,"B3 BRICK, CASHI"
-100002405012878202,2025-07-28,1,0,0,0,0,0,1,0,0,MULTI BANNER/VERTICAL,2,2,B3 > W2,B3 BRICK,W2 BRICK,2024-06-12,W2 BRICK,STAYED,2025-03-07,,,,,,,,,,,,,,,,,,,,,,"B3 BRICK, W2 BRICK"
-1000024597568313722,2024-11-15,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2024-10-07,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000024703882634042,2025-07-31,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-07-31,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000024844853350586,2025-02-03,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-02-03,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000024892785269626,2025-03-11,0,0,0,0,0,0,1,0,0,SINGLE BANNER/VERTICAL,1,1,W2,W2 BRICK,STAYED,2025-03-11,,,,,,,,,,,,,,,,,,,,,,,,,W2 BRICK
-1000024929182023482,2025-08-03,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-08-03,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000025697079941946,2024-10-21,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2024-10-07,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000025803394262266,2025-05-24,1,0,0,0,0,0,1,0,0,MULTI BANNER/VERTICAL,2,2,W2 > B3,W2 BRICK,B3 BRICK,2025-04-05,B3 BRICK,STAYED,2025-05-24,,,,,,,,,,,,,,,,,,,,,,"B3 BRICK, W2 BRICK"
-10000258576836026,2025-03-04,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-03-04,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000026028693651706,2025-08-03,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-08-03,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000026902905890490,2025-08-10,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-04-05,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-100002707093290426,2025-06-21,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-06-21,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000027123338296187,2025-02-23,1,0,0,1,0,0,0,0,0,MULTI BANNER/VERTICAL,2,2,B3 > CASHI,CASHI,B3 BRICK,2025-02-23,B3 BRICK,STAYED,2025-02-23,,,,,,,,,,,,,,,,,,,,,,"B3 BRICK, CASHI"
-1000027199240038139,2025-08-07,0,0,0,1,1,0,0,0,0,MULTI BANNER/VERTICAL,2,2,CASHI > SAMS,CASHI,SAMS BRICK,2025-08-07,SAMS BRICK,STAYED,2025-08-07,,,,,,,,,,,,,,,,,,,,,,"CASHI, SAMS BRICK"
-100002760117267707,2025-07-28,1,0,0,1,0,0,1,0,0,MULTI BANNER/VERTICAL,3,3,W2 > CASHI > B3,CASHI,W2 BRICK,2025-01-15,W2 BRICK,B3 BRICK,2025-01-15,B3 BRICK,STAYED,2025-02-02,,,,,,,,,,,,,,,,,,,"B3 BRICK, CASHI, W2 BRICK"
-100002799364577082,2024-10-29,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2024-10-29,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000028995614826618,2024-10-07,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2024-10-07,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000029101929146938,2025-04-12,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-04-05,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-100002928105060986,2025-07-13,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2024-12-24,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000029327228536314,2025-08-03,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-08-03,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000029713857730427,2025-08-04,1,0,0,1,0,0,0,0,0,MULTI BANNER/VERTICAL,2,2,B3 > CASHI,CASHI,B3 BRICK,2025-08-04,B3 BRICK,STAYED,2025-08-04,,,,,,,,,,,,,,,,,,,,,,"B3 BRICK, CASHI"
-1000029771219792508,2024-04-23,0,0,1,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 OD,STAYED,2024-04-23,,,,,,,,,,,,,,,,,,,,,,,,,B3 OD
-1000029808602944442,2024-10-18,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2024-10-18,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000029854289831547,2025-08-05,1,0,0,1,0,0,0,0,0,MULTI BANNER/VERTICAL,2,2,CASHI > B3,CASHI,B3 BRICK,2025-08-05,B3 BRICK,STAYED,2025-08-05,,,,,,,,,,,,,,,,,,,,,,"B3 BRICK, CASHI"
-1000030095126454778,2025-08-13,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2024-10-07,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000030201440775098,2025-04-05,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-04-05,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000030342411491642,2025-05-31,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-02-03,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000030426740164538,2025-08-03,0,0,0,0,0,0,1,0,0,SINGLE BANNER/VERTICAL,1,1,W2,W2 BRICK,STAYED,2025-08-03,,,,,,,,,,,,,,,,,,,,,,,,,W2 BRICK
-100003051796628602,2024-12-30,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2024-12-30,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000030908114572666,2024-10-18,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2024-10-18,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-100003123362452730,2025-06-24,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2024-11-01,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000031300952403322,2025-04-05,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-04-05,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000031441923119866,2025-02-03,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-02-03,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000031623303277627,2025-07-17,1,0,0,1,0,0,0,0,0,MULTI BANNER/VERTICAL,2,2,CASHI > B3,B3 BRICK,CASHI,2025-07-17,CASHI,STAYED,2025-07-17,,,,,,,,,,,,,,,,,,,,,,"B3 BRICK, CASHI"
-1000031653754636156,2025-08-03,1,0,0,0,0,0,1,0,0,MULTI BANNER/VERTICAL,2,2,B3 > W2,B3 BRICK,W2 BRICK,2024-12-03,W2 BRICK,STAYED,2025-05-26,,,,,,,,,,,,,,,,,,,,,,"B3 BRICK, W2 BRICK"
-1000031808737680380,2024-06-01,0,0,1,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 OD,STAYED,2024-05-31,,,,,,,,,,,,,,,,,,,,,,,,,B3 OD
-1000032007626200890,2025-04-17,0,0,0,0,0,0,1,0,0,SINGLE BANNER/VERTICAL,1,1,W2,W2 BRICK,STAYED,2024-10-18,,,,,,,,,,,,,,,,,,,,,,,,,W2 BRICK
-1000032400464031546,2025-04-05,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-04-05,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000032500055561215,2025-07-17,0,0,0,0,1,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,SAMS,SAMS BRICK,STAYED,2021-11-02,,,,,,,,,,,,,,,,,,,,,,,,,SAMS BRICK
-1000032541434748090,2025-02-03,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-02-03,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-100003261420340794,2025-05-10,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-05-10,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000033053896973243,2024-11-19,0,0,0,1,0,0,1,0,0,MULTI BANNER/VERTICAL,2,2,CASHI > W2,W2 BRICK,CASHI,2024-11-19,CASHI,STAYED,2024-11-19,,,,,,,,,,,,,,,,,,,,,,"CASHI, W2 BRICK"
-1000033107137829050,2024-10-18,0,0,0,0,0,0,1,0,0,SINGLE BANNER/VERTICAL,1,1,W2,W2 BRICK,STAYED,2024-10-18,,,,,,,,,,,,,,,,,,,,,,,,,W2 BRICK
-1000033535259442235,2025-04-02,1,0,0,1,0,0,0,0,0,MULTI BANNER/VERTICAL,2,2,CASHI > B3,CASHI,B3 BRICK,2025-04-02,B3 BRICK,STAYED,2025-04-02,,,,,,,,,,,,,,,,,,,,,,"B3 BRICK, CASHI"
-1000033640946376250,2025-02-03,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-02-03,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000034139726805818,2025-05-01,1,0,0,0,0,0,1,0,0,MULTI BANNER/VERTICAL,2,2,B3 > W2,B3 BRICK,W2 BRICK,2025-02-21,W2 BRICK,STAYED,2025-03-07,,,,,,,,,,,,,,,,,,,,,,"B3 BRICK, W2 BRICK"
-1000034206649457274,2025-04-23,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2024-10-18,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000034295700631295,2025-05-27,0,0,0,0,1,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,SAMS,SAMS BRICK,STAYED,2023-02-27,,,,,,,,,,,,,,,,,,,,,,,,,SAMS BRICK
-1000034360406711487,2025-03-23,0,0,0,0,1,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,SAMS,SAMS BRICK,STAYED,2025-03-23,,,,,,,,,,,,,,,,,,,,,,,,,SAMS BRICK
-100003447120831802,2025-06-24,0,0,0,0,0,0,1,0,0,SINGLE BANNER/VERTICAL,1,1,W2,W2 BRICK,STAYED,2025-06-24,,,,,,,,,,,,,,,,,,,,,,,,,W2 BRICK
-1000034605140677499,2025-04-28,0,0,0,1,0,0,1,0,0,MULTI BANNER/VERTICAL,2,2,W2 > CASHI,W2 BRICK,CASHI,2025-04-28,CASHI,STAYED,2025-04-28,,,,,,,,,,,,,,,,,,,,,,"CASHI, W2 BRICK"
-1000034740458004474,2025-08-13,1,0,0,0,0,0,1,0,0,MULTI BANNER/VERTICAL,2,2,W2 > B3,W2 BRICK,B3 BRICK,2025-02-03,B3 BRICK,STAYED,2025-02-23,,,,,,,,,,,,,,,,,,,,,,"B3 BRICK, W2 BRICK"
-1000035239238434042,2025-02-21,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-02-21,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000035306161085498,2025-08-10,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2024-10-18,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000035839969632698,2025-06-12,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-02-03,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000035939733184698,2025-08-02,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-05-12,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000036155763219386,2025-05-09,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-05-09,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000036539246970298,2025-08-13,1,0,0,0,0,0,1,0,0,MULTI BANNER/VERTICAL,2,2,B3 > W2,B3 BRICK,W2 BRICK,2025-07-10,W2 BRICK,STAYED,2025-07-25,,,,,,,,,,,,,,,,,,,,,,"B3 BRICK, W2 BRICK"
-1000036939481260922,2025-02-03,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-02-03,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000037145703146747,2025-03-27,0,0,0,1,1,0,1,0,0,MULTI BANNER/VERTICAL,3,3,SAMS > W2 > CASHI,SAMS BRICK,W2 BRICK,2022-04-11,W2 BRICK,CASHI,2025-01-12,CASHI,STAYED,2025-01-12,,,,,,,,,,,,,,,,,,,"CASHI, SAMS BRICK, W2 BRICK"
-1000037505184341882,2024-10-18,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2024-10-18,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000037675970628859,2025-06-02,1,0,0,1,0,0,0,0,0,MULTI BANNER/VERTICAL,2,2,CASHI > B3,CASHI,B3 BRICK,2025-03-11,B3 BRICK,STAYED,2025-03-11,,,,,,,,,,,,,,,,,,,,,,"B3 BRICK, CASHI"
-1000038038992889082,2025-07-30,1,0,0,0,0,0,1,0,0,MULTI BANNER/VERTICAL,2,2,B3 > W2,B3 BRICK,W2 BRICK,2025-02-03,W2 BRICK,STAYED,2025-02-20,,,,,,,,,,,,,,,,,,,,,,"B3 BRICK, W2 BRICK"
-1000038138756441146,2025-05-12,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-05-12,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000038316792246271,2025-08-03,0,0,0,0,1,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,SAMS,SAMS BRICK,STAYED,2022-01-02,,,,,,,,,,,,,,,,,,,,,,,,,SAMS BRICK
-1000038354786475834,2025-05-09,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-05-09,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-100003840959119290,2025-02-01,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-02-01,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000038537773318714,2025-02-21,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-02-21,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000038855135130172,2024-05-01,0,0,1,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 OD,STAYED,2024-05-01,,,,,,,,,,,,,,,,,,,,,,,,,B3 OD
-100003898876205306,2025-07-07,1,0,0,0,0,0,1,0,0,MULTI BANNER/VERTICAL,2,2,B3 > W2,B3 BRICK,W2 BRICK,2024-10-29,W2 BRICK,STAYED,2025-06-24,,,,,,,,,,,,,,,,,,,,,,"B3 BRICK, W2 BRICK"
-1000039238268069306,2025-05-12,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-05-12,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000039361104805951,2025-07-04,0,0,0,0,1,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,SAMS,SAMS BRICK,STAYED,2022-05-31,,,,,,,,,,,,,,,,,,,,,,,,,SAMS BRICK
-1000039454298103994,2025-06-24,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-05-09,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000039637284946874,2025-02-21,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-02-21,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000039791627892924,2025-07-24,0,0,0,0,1,1,0,0,0,SINGLE BANNER/VERTICAL,2,1,SAMS,SAMS BRICK,SAMS OD,2025-06-16,SAMS OD,STAYED,2025-07-24,,,,,,,,,,,,,,,,,,,,,,"SAMS BRICK, SAMS OD"
-100004027616689210,2024-12-24,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2024-12-24,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
-1000040337779697530,2025-05-12,0,0,0,0,0,0,1,0,0,SINGLE BANNER/VERTICAL,1,1,W2,W2 BRICK,STAYED,2025-05-12,,,,,,,,,,,,,,,,,,,,,,,,,W2 BRICK
-1000040490181687547,2025-01-18,0,0,0,0,1,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,SAMS,SAMS BRICK,STAYED,2023-08-15,,,,,,,,,,,,,,,,,,,,,,,,,SAMS BRICK
-1000040596022508732,2024-09-10,0,0,0,0,0,0,1,0,0,SINGLE BANNER/VERTICAL,1,1,W2,W2 BRICK,STAYED,2024-07-16,,,,,,,,,,,,,,,,,,,,,,,,,W2 BRICK
-1000040736796575098,2025-02-21,1,0,0,0,0,0,0,0,0,SINGLE BANNER/VERTICAL,1,1,B3,B3 BRICK,STAYED,2025-02-21,,,,,,,,,,,,,,,,,,,,,,,,,B3 BRICK
